Location,count_week,vap,wet,pet,pre,tmn,tmp,tmx,dtr,Week,Epi_Week,Total_cases,Cum_cases,Weeks,Month,Year,Country,Population,Latitude,Longitude
PORTLOKO,150,13.4775441768535,0,4.19268834662069,0,18.5634349615813,26.4709981324405,34.4420628349268,34.4420628349268,09 to 15 November 2015 (2015-W46), 2015-W46 ,0,2186,2015-11-10,11,2015,Sierra Leone,453746,8.7062659,-13.0634857
PORTLOKO,151,12.1298370762618,0,4.16619198794977,0,17.9439310926691,26.0688872994865,34.254801797148,34.254801797148,16 to 22 November 2015 (2015-W47), 2015-W47 ,0,2186,2015-11-17,11,2015,Sierra Leone,453746,8.7062659,-13.0634857
PORTLOKO,152,11.2488253327724,0,4.0863518268726,0,17.3056465115279,25.4809578258236,33.7117628022685,33.7117628022685,23 to 29 November 2015 (2015-W48), 2015-W48 ,0,2186,2015-11-24,11,2015,Sierra Leone,453746,8.7062659,-13.0634857
PUJEHUN,1,10.65,0,3.9,1,13.9,21.15,28.5,28.5,NA,NA,0,0,2013-01-01,1,2013,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,2,9.59306221702509,0,4.14122290851596,0,14.0468932437756,21.5861898215773,29.1733264699743,29.1733264699743,NA,NA,0,0,2013-01-08,1,2013,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,3,9.30215328499125,0,4.35779400182676,0,14.5767201817046,22.2663371202583,29.9714736260114,29.9714736260114,NA,NA,0,0,2013-01-15,1,2013,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,4,9.66113756439006,0,4.54664090851683,0,15.4089846826991,23.1277655191654,30.8465124740284,30.8465124740284,NA,NA,0,0,2013-01-22,1,2013,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,5,10.5538794157131,0,4.70469125717061,0,16.4631906156714,24.1077986414211,31.7505140199424,31.7505140199424,NA,NA,0,0,2013-01-29,1,2013,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,6,11.8618213923874,3.48810539901149,4.82834546289978,56.0710992503066,17.6559208398877,25.1406362052986,32.6321123826248,32.6321123826248,NA,NA,0,0,2013-02-05,2,2013,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,7,13.4382525407143,7.18758721384529,4.90787508419546,134.690690938165,18.8698014774822,26.1241625351997,33.3999878690395,33.3999878690395,NA,NA,0,0,2013-02-12,2,2013,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,8,15.118298354011,10.5723604155019,4.92959757850321,204.30875386878,19.9655510782455,26.9328326691571,33.9370441333065,33.9370441333065,NA,NA,0,0,2013-02-19,2,2013,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,9,16.7367815997115,12.9578657971295,4.87976450158449,248.436095393513,20.8035230657625,27.4407111570976,34.1257552186655,34.1257552186655,NA,NA,0,0,2013-02-26,2,2013,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,10,18.1300386746654,13.6691700949054,4.74495691762123,250.820373005181,21.2458964946469,27.5238149894786,33.8507432227594,33.8507432227594,NA,NA,0,0,2013-03-05,3,2013,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,11,19.2252237406433,12.6088966267543,4.53152639602307,209.42025268381,21.2643882812291,27.1753075886016,33.1255135074494,33.1255135074494,NA,NA,0,0,2013-03-12,3,2013,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,12,20.0902584950439,10.5748814123092,4.27646878930262,144.221463564603,21.0004990275014,26.5699293461259,32.1633404941342,32.1633404941342,NA,NA,0,0,2013-03-19,3,2013,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,13,20.805173670589,8.44196801543576,4.01941601733617,77.1045359143891,20.6103343836847,25.898040177957,31.1946830394418,31.1946830394418,NA,NA,0,0,2013-03-26,3,2013,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,14,21.45,7.085,3.8,29.95,20.25,25.35,30.45,30.45,NA,NA,0,0,2013-04-02,4,2013,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,15,22.0821962831357,7.15259425928566,3.64739511598933,18.9100467822366,20.0382235082118,25.0657800547869,30.0948218442518,30.0948218442518,NA,NA,0,0,2013-04-09,4,2013,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,16,22.6689335884028,8.38846100424808,3.54894557927504,37.2235099977838,19.9442204662585,24.9837968913557,30.0349654879001,30.0349654879001,NA,NA,0,0,2013-04-16,4,2013,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,17,23.1548110513453,10.3100837752605,3.48153806264694,72.400884077297,19.899828413622,24.992078385371,30.1113194584629,30.1113194584629,NA,NA,0,0,2013-04-23,4,2013,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,18,23.4844278075071,12.4349461126962,3.42205923889483,111.952663451432,19.836884889784,24.9786524124973,30.164772283458,30.164772283458,NA,NA,0,0,2013-04-30,4,2013,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,19,23.6091970200063,14.3044346795746,3.34877877943035,144.071758947682,19.6932536206705,24.8399622083027,30.0471864092087,30.0471864092087,NA,NA,0,0,2013-05-07,5,2013,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,20,23.5597449225127,15.7378099396769,3.25604371464376,164.884172006782,19.4768527496196,24.5702795672317,29.7379960881483,29.7379960881483,NA,NA,0,0,2013-05-14,5,2013,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,21,23.4178029555035,16.7336057766308,3.14857356458898,175.63402704575,19.2407968182998,24.2269914830038,29.2989399637495,29.2989399637495,NA,NA,0,0,2013-05-21,5,2013,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,22,23.2659543129026,17.2933439643947,3.03126072414766,177.650750531211,19.0389536416852,23.8685368693268,28.7931284193351,28.7931284193351,NA,NA,0,0,2013-05-28,5,2013,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,23,23.1858042538351,17.419789138896,2.90898926321873,172.279896685368,18.9244954031597,23.5527883550475,28.2832295975305,28.2832295975305,NA,NA,0,0,2013-06-04,6,2013,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,24,23.200281949487,17.1902776542077,2.7861437527389,161.83468506531,18.908856390706,23.3036414773704,27.8053771990853,27.8053771990853,NA,NA,0,0,2013-06-11,6,2013,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,25,23.2413686347391,16.7977320275281,2.66633454025343,150.128216497191,18.9387771544346,23.0923272814546,27.3545765398422,27.3545765398422,NA,NA,0,0,2013-06-18,6,2013,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,26,23.2332220660804,16.4450176718085,2.55310537344592,141.102613851819,18.9554331917359,22.8855465335734,26.9222950100607,26.9222950100607,NA,NA,0,0,2013-06-25,6,2013,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,27,23.1,16.335,2.45,138.7,18.9,22.65,26.5,26.5,NA,NA,0,0,2013-07-02,7,2013,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,28,22.797478442715,16.6147911327873,2.36109496536445,145.633680509932,18.7321889263875,22.3660966695137,26.0886549707617,26.0886549707617,NA,NA,0,0,2013-07-09,7,2013,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,29,22.4079063993555,17.20849002179,2.29259800604875,159.70169173938,18.4858547171391,22.0690784209169,25.7272076668153,25.7272076668153,NA,NA,0,0,2013-07-16,7,2013,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,30,22.0451511247801,17.9844423263611,2.25124965632755,177.473252743503,18.2133879682658,21.8078953555181,25.4641019034727,25.4641019034727,NA,NA,0,0,2013-07-23,7,2013,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,31,21.8230798738471,18.8109937058539,2.2437904504755,195.517582577457,17.9671792757785,21.6314975746255,25.3477814960456,25.3477814960456,NA,NA,0,0,2013-07-30,7,2013,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,32,21.8442986105271,19.5614096063058,2.27584985924813,210.565482807501,17.7961425921181,21.5840372014659,25.4202480481293,25.4202480481293,NA,NA,0,0,2013-08-06,8,2013,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,33,22.0805007922214,20.1661479939616,2.34014123999123,221.226151691422,17.7087758882244,21.653889864065,25.6486124521175,25.6486124521175,NA,NA,0,0,2013-08-13,8,2013,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,34,22.4189201946732,20.5925652351993,2.42104497365718,227.320656320255,17.687502308262,21.7934463548353,25.9516690125313,25.9516690125313,NA,NA,0,0,2013-08-20,8,2013,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,35,22.7453829322649,20.8086326697327,2.50280255825849,228.690261598921,17.7143104159494,21.9544977189293,26.2474067574275,26.2474067574275,NA,NA,0,0,2013-08-27,8,2013,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,36,22.9465789060649,20.7814988245163,2.56987267402172,225.17279179993,17.7711937017236,22.0893835384952,26.4549544830781,26.4549544830781,NA,NA,0,0,2013-09-03,9,2013,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,37,22.9610252183059,20.4289434609567,2.61974493401638,216.399633250991,17.8404412591364,22.1833556154471,26.561827078669,26.561827078669,NA,NA,0,0,2013-09-10,9,2013,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,38,22.807571133025,19.5922247538613,2.67010689721863,201.682193465378,17.9048003665678,22.2726796923357,26.6615378774032,26.6615378774032,NA,NA,0,0,2013-09-17,9,2013,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,39,22.5119762077478,18.1060183759643,2.74038358031699,180.304354897058,17.9470577161461,22.3980098076801,26.8567183582052,26.8567183582052,NA,NA,0,0,2013-09-24,9,2013,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,40,22.1,15.805,2.85,151.55,17.95,22.6,27.25,27.25,NA,NA,0,0,2013-10-01,10,2013,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,41,21.5894344817575,12.6384420747354,3.01035034459502,115.683855731815,17.9020852281519,22.9008344595871,27.900422361622,27.900422361622,NA,NA,0,0,2013-10-08,10,2013,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,42,20.966201282797,9.01400415306818,3.20070548898469,76.8940270646999,17.8144566822005,23.2488179838233,28.692657321545,28.692657321545,NA,NA,0,0,2013-10-15,10,2013,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,43,20.2082544473451,5.45394256392893,3.39230547969051,40.3494634744936,17.7039289616383,23.5737855218628,29.4677848381527,29.4677848381527,NA,NA,0,0,2013-10-22,10,2013,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,44,19.2935480196288,2.48051363624817,3.55639036323394,11.2191144370376,17.587316665958,23.8055720228602,30.0668848698289,30.0668848698289,NA,NA,0,0,2013-10-29,10,2013,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,45,18.206574276735,0,3.66670082004909,0,17.4795892132199,23.8807724096916,30.3462737589816,30.3462737589816,NA,NA,0,0,2013-11-05,11,2013,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,46,17.0078324527534,0,3.72604739980421,0,17.3742657873352,23.814566299752,30.3393908123025,30.3393908123025,NA,NA,0,0,2013-11-12,11,2013,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,47,15.8068585282263,0,3.75599540651216,0,17.2510267114733,23.6728331133515,30.1939482166665,30.1939482166665,NA,NA,0,0,2013-11-19,11,2013,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,48,14.7140057628038,0,3.77842272342491,0,17.0893216611247,23.5222972675153,30.0595627069514,30.0595627069514,NA,NA,0,0,2013-11-26,11,2013,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,49,13.8383830267822,0,3.81505089566292,1.3678382298898,16.8690625123106,23.4290810250847,30.0842624530974,30.0842624530974,NA,NA,0,0,2013-12-03,12,2013,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,50,13.2144358292378,0,3.87822118045737,3.59230577393876,16.5978931728887,23.4231773978487,30.3207617287886,30.3207617287886,NA,NA,0,0,2013-12-10,12,2013,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,51,12.7608814693556,0,3.96573538881109,3.66640787303766,16.3264422000635,23.4785790584659,30.674038268512,30.674038268512,NA,NA,0,0,2013-12-17,12,2013,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,52,12.3864821314911,0,4.074144626675,2.44926559309017,16.1090357552841,23.5644614461214,31.0363612872538,31.0363612872538,NA,NA,0,0,2013-12-24,12,2013,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,53,12,0,4.2,0,16,23.65,31.3,31.3,30 December 2013 to 05 January 2014 (2014-W01), 2014-W01 ,0,0,2013-12-31,12,2013,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,54,11.5494023338398,0,4.3378514306697,0,16.0449959598257,23.7177076085622,31.3901104907136,31.3901104907136,06 to 12 January 2014 (2014-W02), 2014-W02 ,0,0,2014-01-07,1,2014,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,55,11.1394766903758,0,4.47424410429844,0,16.2550241170369,23.80344695737,31.363396319264,31.363396319264,13 to 19 January 2014 (2014-W03), 2014-W03 ,0,0,2014-01-14,1,2014,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,56,10.9142157015748,0,4.59372202243325,0,16.6324198180747,23.9564181812607,31.3094479144973,31.3094479144973,20 to 26 January 2014 (2014-W04), 2014-W04 ,0,0,2014-01-21,1,2014,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,57,11.0176119994041,0,4.68082918662115,3.43188954592526,17.1795184093799,24.2258214150717,31.3178557052598,31.3178557052598,27 January to 02 February 2014 (2014-W05), 2014-W05 ,0,0,2014-01-28,1,2014,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,58,11.5799063638396,1.57778784432018,4.7215472797194,9.0649941823563,17.8943034365123,24.6544183411812,31.4701482554256,31.4701482554256,03 to 09 February 2014 (2014-W06), 2014-W06 ,0,0,2014-02-04,2,2014,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,59,12.571474295463,2.71021645760946,4.71857102981687,17.9653303997373,18.7241687597864,25.2101236321268,31.7541349485712,31.7541349485712,10 to 16 February 2014 (2014-W07), 2014-W07 ,0,0,2014-02-11,2,2014,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,60,13.859552404924,4.10910536610532,4.68537777482923,31.0166853630228,19.5838697329072,25.8125635670011,32.097161180984,32.097161180984,17 to 23 February 2014 (2014-W08), 2014-W08 ,0,0,2014-02-18,2,2014,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,61,15.3096583213733,5.72558915872295,4.63562456283596,49.1051144871618,20.3876177344692,26.3805596183392,32.4255646158297,32.4255646158297,24 February to 02 March 2014 (2014-W09), 2014-W09 ,0,0,2014-02-25,2,2014,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,62,16.7878405241989,7.5100779628411,4.58277888532544,73.0794108693781,21.0500954851611,26.8333143997044,32.6659468862164,32.6659468862164,03 to 09 March 2014 (2014-W10), 2014-W10 ,0,0,2014-03-04,3,2014,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,63,18.191998507025,9.36951421364902,4.52893483832227,101.552628543338,21.5142662313051,27.1128989863614,32.7607478217739,32.7607478217739,10 to 16 March 2014 (2014-W11), 2014-W11 ,0,0,2014-03-11,3,2014,Sierra Leone,228392,7.3562993,-11.7210635
